,benchmark,config,time (ns)
680,bench_parse_json.mor,ocaml-typed,5383238787
681,bench_parse_json.mor,ocaml-typed,5370819803
682,bench_parse_json.mor,ocaml-typed,5427362198
683,bench_parse_json.mor,ocaml-typed,5463761086
684,bench_parse_json.mor,ocaml-typed,5394475933
685,bench_parse_json.mor,ocaml-typed,5353193994
686,bench_parse_json.mor,ocaml-typed,5340857022
687,bench_parse_json.mor,ocaml-typed,5476339812
688,bench_parse_json.mor,ocaml-typed,5446993823
689,bench_parse_json.mor,ocaml-typed,5421108003
690,bench_parse_json.mor,ocaml-first_order,4792732234
691,bench_parse_json.mor,ocaml-first_order,4875327106
692,bench_parse_json.mor,ocaml-first_order,4930807824
693,bench_parse_json.mor,ocaml-first_order,5023558134
694,bench_parse_json.mor,ocaml-first_order,4947130200
695,bench_parse_json.mor,ocaml-first_order,4903336043
696,bench_parse_json.mor,ocaml-first_order,4922467942
697,bench_parse_json.mor,ocaml-first_order,4862280126
698,bench_parse_json.mor,ocaml-first_order,4831429951
699,bench_parse_json.mor,ocaml-first_order,4939826007
700,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4861406
701,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4846262
702,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4855716
703,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,5124552
704,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4847259
705,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4852085
706,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,5117971
707,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4928280
708,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4846593
709,bench_primes_sieve.mor,llvm-record_time-default-rc-cow,4980391
710,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17377516
711,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17589534
712,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,16930173
713,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17682494
714,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17159367
715,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17335269
716,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17311701
717,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17423598
718,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,18008743
719,bench_primes_sieve.mor,llvm-record_time-default-rc-persistent,17730746
720,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,4963224
721,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5059282
722,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,4978149
723,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,4969952
724,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5109444
725,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,4979582
726,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5049690
727,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5050407
728,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5015441
729,bench_primes_sieve.mor,llvm-record_time-perceus-rc-cow,5054005
730,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17604833
731,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17464113
732,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17151135
733,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17771337
734,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,18123489
735,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17764298
736,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17328045
737,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17107147
738,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17183225
739,bench_primes_sieve.mor,llvm-record_time-perceus-rc-persistent,17548721
740,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,183871900
741,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,185176193
742,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,183755092
743,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,185621190
744,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,185189313
745,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,181130124
746,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,179290223
747,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,184633694
748,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,180853316
749,bench_primes_sieve.mor,llvm-record_time-default-bdw-persistent,185007034
750,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,179261726
751,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,189346628
752,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,183541556
753,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,179538666
754,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,188216890
755,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,181098770
756,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,183215241
757,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,182347376
758,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,180865089
759,bench_primes_sieve.mor,llvm-record_time-perceus-bdw-persistent,182812465
760,bench_primes_sieve.mor,sml-typed,879909000
761,bench_primes_sieve.mor,sml-typed,882278000
762,bench_primes_sieve.mor,sml-typed,881148000
763,bench_primes_sieve.mor,sml-typed,876414000
764,bench_primes_sieve.mor,sml-typed,870604000
765,bench_primes_sieve.mor,sml-typed,866889000
766,bench_primes_sieve.mor,sml-typed,875761000
767,bench_primes_sieve.mor,sml-typed,873079000
768,bench_primes_sieve.mor,sml-typed,871986000
769,bench_primes_sieve.mor,sml-typed,874112000
770,bench_primes_sieve.mor,sml-first_order,838416000
771,bench_primes_sieve.mor,sml-first_order,844846000
772,bench_primes_sieve.mor,sml-first_order,839008000
773,bench_primes_sieve.mor,sml-first_order,844141000
774,bench_primes_sieve.mor,sml-first_order,846856000
775,bench_primes_sieve.mor,sml-first_order,840082000
776,bench_primes_sieve.mor,sml-first_order,836545000
777,bench_primes_sieve.mor,sml-first_order,843511000
778,bench_primes_sieve.mor,sml-first_order,841605000
779,bench_primes_sieve.mor,sml-first_order,848931000
780,bench_primes_sieve.mor,ocaml-typed,1115046692
781,bench_primes_sieve.mor,ocaml-typed,1126599022
782,bench_primes_sieve.mor,ocaml-typed,1115438890
783,bench_primes_sieve.mor,ocaml-typed,1108888098
784,bench_primes_sieve.mor,ocaml-typed,1125439838
785,bench_primes_sieve.mor,ocaml-typed,1117182209
786,bench_primes_sieve.mor,ocaml-typed,1117264697
787,bench_primes_sieve.mor,ocaml-typed,1562673996
788,bench_primes_sieve.mor,ocaml-typed,1113297172
789,bench_primes_sieve.mor,ocaml-typed,1105410054
790,bench_primes_sieve.mor,ocaml-first_order,1090508173
791,bench_primes_sieve.mor,ocaml-first_order,1097492164
792,bench_primes_sieve.mor,ocaml-first_order,1092883774
793,bench_primes_sieve.mor,ocaml-first_order,1095445581
794,bench_primes_sieve.mor,ocaml-first_order,1102331824
795,bench_primes_sieve.mor,ocaml-first_order,1096975515
796,bench_primes_sieve.mor,ocaml-first_order,1099491305
797,bench_primes_sieve.mor,ocaml-first_order,1101484723
798,bench_primes_sieve.mor,ocaml-first_order,1084291172
799,bench_primes_sieve.mor,ocaml-first_order,1088226512
800,bench_rbtree.mor,llvm-record_time-default-rc-cow,1856022686
801,bench_rbtree.mor,llvm-record_time-default-rc-cow,1845680058
802,bench_rbtree.mor,llvm-record_time-default-rc-cow,1843762533
803,bench_rbtree.mor,llvm-record_time-default-rc-cow,1846022135
804,bench_rbtree.mor,llvm-record_time-default-rc-cow,1847286468
805,bench_rbtree.mor,llvm-record_time-default-rc-cow,1942810218
806,bench_rbtree.mor,llvm-record_time-default-rc-cow,1930105632
807,bench_rbtree.mor,llvm-record_time-default-rc-cow,1959082611
808,bench_rbtree.mor,llvm-record_time-default-rc-cow,1893510941
809,bench_rbtree.mor,llvm-record_time-default-rc-cow,1873627436
810,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1891303339
811,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1884152603
812,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1877967020
813,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1870669632
814,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1881790515
815,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1884407225
816,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1872960398
817,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1883172765
818,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1866698342
819,bench_rbtree.mor,llvm-record_time-default-rc-persistent,1866463630
820,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2880537156
821,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,3019292210
822,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2966374308
823,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2950144980
824,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2913136622
825,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2927229409
826,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2906562085
827,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2909176522
828,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,2890001380
829,bench_rbtree.mor,llvm-record_time-perceus-rc-cow,3017997747
830,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2773277107
831,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2831291064
832,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2896112209
833,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2842754185
834,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2841497665
835,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2816773817
836,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2797879598
837,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2807754155
838,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2814872502
839,bench_rbtree.mor,llvm-record_time-perceus-rc-persistent,2815420435
840,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4653884094
841,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4652392534
842,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4821344952
843,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4750307526
844,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4709816644
845,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4674710785
846,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4688773908
847,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4621727924
848,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4666720222
849,bench_rbtree.mor,llvm-record_time-default-bdw-persistent,4801822200
850,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4799874753
851,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4673741617
852,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4635211047
853,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4744990836
854,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4668843809
855,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4685098641
856,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4650539910
857,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4635756506
858,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4700510147
859,bench_rbtree.mor,llvm-record_time-perceus-bdw-persistent,4648121785
860,bench_rbtree.mor,sml-typed,2433561000
861,bench_rbtree.mor,sml-typed,2437863000
862,bench_rbtree.mor,sml-typed,2399557000
863,bench_rbtree.mor,sml-typed,2405500000
864,bench_rbtree.mor,sml-typed,2410208000
865,bench_rbtree.mor,sml-typed,2427698000
866,bench_rbtree.mor,sml-typed,2429186000
867,bench_rbtree.mor,sml-typed,2437314000
868,bench_rbtree.mor,sml-typed,2425575000
869,bench_rbtree.mor,sml-typed,2444734000
870,bench_rbtree.mor,sml-first_order,2858971000
871,bench_rbtree.mor,sml-first_order,2412770000
872,bench_rbtree.mor,sml-first_order,2445560000
873,bench_rbtree.mor,sml-first_order,2434609000
874,bench_rbtree.mor,sml-first_order,2448277000
875,bench_rbtree.mor,sml-first_order,2434026000
876,bench_rbtree.mor,sml-first_order,2420023000
877,bench_rbtree.mor,sml-first_order,2429398000
878,bench_rbtree.mor,sml-first_order,2429168000
879,bench_rbtree.mor,sml-first_order,2444845000
880,bench_rbtree.mor,ocaml-typed,833094830
881,bench_rbtree.mor,ocaml-typed,842699046
882,bench_rbtree.mor,ocaml-typed,842095369
883,bench_rbtree.mor,ocaml-typed,837575431
884,bench_rbtree.mor,ocaml-typed,835001939
885,bench_rbtree.mor,ocaml-typed,832567209
886,bench_rbtree.mor,ocaml-typed,831371778
887,bench_rbtree.mor,ocaml-typed,846952196
888,bench_rbtree.mor,ocaml-typed,834176059
889,bench_rbtree.mor,ocaml-typed,850027079
890,bench_rbtree.mor,ocaml-first_order,828533881
891,bench_rbtree.mor,ocaml-first_order,840746873
892,bench_rbtree.mor,ocaml-first_order,886361118
893,bench_rbtree.mor,ocaml-first_order,873371835
894,bench_rbtree.mor,ocaml-first_order,871355289
895,bench_rbtree.mor,ocaml-first_order,881043190
896,bench_rbtree.mor,ocaml-first_order,859268183
897,bench_rbtree.mor,ocaml-first_order,866085048
898,bench_rbtree.mor,ocaml-first_order,850574013
899,bench_rbtree.mor,ocaml-first_order,871224874
900,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3072778286
901,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3152424412
902,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3136162943
903,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3119103871
904,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3113897118
905,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3245002024
906,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3184218977
907,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3148043923
908,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3125603231
909,bench_rbtree_ck.mor,llvm-record_time-default-rc-cow,3150697386
910,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4328536100
911,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4318730740
912,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4293080326
913,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4397682402
914,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4427346138
915,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4363076898
916,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4336967571
917,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4324188501
918,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4300932248
919,bench_rbtree_ck.mor,llvm-record_time-default-rc-persistent,4302267025
920,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3991752131
921,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,4052041749
922,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3982402868
923,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3967289961
924,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3956986931
925,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3941914237
926,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3927004314
927,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,3957481740
928,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,4061001312
929,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-cow,4054624880
930,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,6033294055
931,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,5996149475
932,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,6010949238
933,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,5938151563
934,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,6118427173
935,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,6059687345
936,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,5974885970
937,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,5986795874
938,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,5930887571
939,bench_rbtree_ck.mor,llvm-record_time-perceus-rc-persistent,6066486947
940,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,7061549288
941,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6900231771
942,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6888983058
943,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6887106862
944,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6765257235
945,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6779807395
946,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6802224276
947,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6809104797
948,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,6793317110
949,bench_rbtree_ck.mor,llvm-record_time-default-bdw-persistent,7021471100
950,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6896402269
951,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6864218996
952,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6850222953
953,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6873928128
954,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6973084782
955,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6896694540
956,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6874589547
957,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6824534261
958,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,7007237448
959,bench_rbtree_ck.mor,llvm-record_time-perceus-bdw-persistent,6942613430
960,bench_rbtree_ck.mor,sml-typed,2888784000
961,bench_rbtree_ck.mor,sml-typed,2623802000
962,bench_rbtree_ck.mor,sml-typed,2863455000
963,bench_rbtree_ck.mor,sml-typed,2891905000
964,bench_rbtree_ck.mor,sml-typed,2592156000
965,bench_rbtree_ck.mor,sml-typed,2817841000
966,bench_rbtree_ck.mor,sml-typed,2962915000
967,bench_rbtree_ck.mor,sml-typed,2711638000
968,bench_rbtree_ck.mor,sml-typed,2897325000
969,bench_rbtree_ck.mor,sml-typed,2879748000
970,bench_rbtree_ck.mor,sml-first_order,2909325000
971,bench_rbtree_ck.mor,sml-first_order,2979281000
972,bench_rbtree_ck.mor,sml-first_order,2969527000
973,bench_rbtree_ck.mor,sml-first_order,2949917000
974,bench_rbtree_ck.mor,sml-first_order,3198493000
975,bench_rbtree_ck.mor,sml-first_order,3172938000
976,bench_rbtree_ck.mor,sml-first_order,3167075000
977,bench_rbtree_ck.mor,sml-first_order,3375309000
978,bench_rbtree_ck.mor,sml-first_order,3231348000
979,bench_rbtree_ck.mor,sml-first_order,2963064000
980,bench_rbtree_ck.mor,ocaml-typed,2153058046
981,bench_rbtree_ck.mor,ocaml-typed,2083467000
982,bench_rbtree_ck.mor,ocaml-typed,2079825397
983,bench_rbtree_ck.mor,ocaml-typed,2098145957
984,bench_rbtree_ck.mor,ocaml-typed,2102923866
985,bench_rbtree_ck.mor,ocaml-typed,2083279128
986,bench_rbtree_ck.mor,ocaml-typed,2094521993
987,bench_rbtree_ck.mor,ocaml-typed,2105525964
988,bench_rbtree_ck.mor,ocaml-typed,2123979088
989,bench_rbtree_ck.mor,ocaml-typed,2113266940
990,bench_rbtree_ck.mor,ocaml-first_order,2069065565
991,bench_rbtree_ck.mor,ocaml-first_order,2077002759
992,bench_rbtree_ck.mor,ocaml-first_order,2507035251
993,bench_rbtree_ck.mor,ocaml-first_order,2079297776
994,bench_rbtree_ck.mor,ocaml-first_order,2079287287
995,bench_rbtree_ck.mor,ocaml-first_order,2095325942
996,bench_rbtree_ck.mor,ocaml-first_order,2023521418
997,bench_rbtree_ck.mor,ocaml-first_order,2020410057
998,bench_rbtree_ck.mor,ocaml-first_order,2019580121
999,bench_rbtree_ck.mor,ocaml-first_order,2060877317
1000,bench_text_stats.mor,llvm-record_time-default-rc-cow,80739490
1001,bench_text_stats.mor,llvm-record_time-default-rc-cow,83315798
1002,bench_text_stats.mor,llvm-record_time-default-rc-cow,86528818
1003,bench_text_stats.mor,llvm-record_time-default-rc-cow,83802277
1004,bench_text_stats.mor,llvm-record_time-default-rc-cow,82670080
1005,bench_text_stats.mor,llvm-record_time-default-rc-cow,80086060
1006,bench_text_stats.mor,llvm-record_time-default-rc-cow,83380823
1007,bench_text_stats.mor,llvm-record_time-default-rc-cow,83719497
1008,bench_text_stats.mor,llvm-record_time-default-rc-cow,81338958
1009,bench_text_stats.mor,llvm-record_time-default-rc-cow,83980619
1010,bench_text_stats.mor,llvm-record_time-default-rc-persistent,400559986
1011,bench_text_stats.mor,llvm-record_time-default-rc-persistent,400989245
1012,bench_text_stats.mor,llvm-record_time-default-rc-persistent,413255783
1013,bench_text_stats.mor,llvm-record_time-default-rc-persistent,400621959
1014,bench_text_stats.mor,llvm-record_time-default-rc-persistent,404218221
1015,bench_text_stats.mor,llvm-record_time-default-rc-persistent,405770880
1016,bench_text_stats.mor,llvm-record_time-default-rc-persistent,402078100
1017,bench_text_stats.mor,llvm-record_time-default-rc-persistent,411290121
1018,bench_text_stats.mor,llvm-record_time-default-rc-persistent,415263275
1019,bench_text_stats.mor,llvm-record_time-default-rc-persistent,417675016
1020,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,161762957
1021,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,166341719
1022,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,158035205
1023,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,160247714
1024,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,155582679
1025,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,154758808
1026,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,152270132
1027,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,157872754
1028,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,162237610
1029,bench_text_stats.mor,llvm-record_time-perceus-rc-cow,152888332
1030,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,496102107
1031,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,518622737
1032,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,490592729
1033,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,470768395
1034,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,478873189
1035,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,449513530
1036,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,449105728
1037,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,461312508
1038,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,474688282
1039,bench_text_stats.mor,llvm-record_time-perceus-rc-persistent,459106706
1040,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,688495290
1041,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,687845088
1042,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,682800236
1043,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,687539570
1044,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,690075696
1045,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,686037744
1046,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,687542168
1047,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,689533868
1048,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,690184741
1049,bench_text_stats.mor,llvm-record_time-default-bdw-persistent,691698377
1050,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,692148041
1051,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,693184954
1052,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,697642505
1053,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,653157942
1054,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,652688373
1055,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,687949047
1056,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,686314720
1057,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,679888391
1058,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,679276794
1059,bench_text_stats.mor,llvm-record_time-perceus-bdw-persistent,683789692
1060,bench_text_stats.mor,sml-typed,1620716000
1061,bench_text_stats.mor,sml-typed,1634986000
1062,bench_text_stats.mor,sml-typed,1625681000
1063,bench_text_stats.mor,sml-typed,1634787000
1064,bench_text_stats.mor,sml-typed,1705763000
1065,bench_text_stats.mor,sml-typed,1612122000
1066,bench_text_stats.mor,sml-typed,1632019000
1067,bench_text_stats.mor,sml-typed,1634717000
1068,bench_text_stats.mor,sml-typed,1613173000
1069,bench_text_stats.mor,sml-typed,1557760000
1070,bench_text_stats.mor,sml-first_order,1624702000
1071,bench_text_stats.mor,sml-first_order,2142306000
1072,bench_text_stats.mor,sml-first_order,1632571000
1073,bench_text_stats.mor,sml-first_order,1624606000
1074,bench_text_stats.mor,sml-first_order,1793339000
1075,bench_text_stats.mor,sml-first_order,1624965000
1076,bench_text_stats.mor,sml-first_order,1611878000
1077,bench_text_stats.mor,sml-first_order,1651661000
1078,bench_text_stats.mor,sml-first_order,1648131000
1079,bench_text_stats.mor,sml-first_order,1645350000
1080,bench_text_stats.mor,ocaml-typed,5228132470
1081,bench_text_stats.mor,ocaml-typed,5296396002
1082,bench_text_stats.mor,ocaml-typed,5221484406
1083,bench_text_stats.mor,ocaml-typed,5256228434
1084,bench_text_stats.mor,ocaml-typed,5707191454
1085,bench_text_stats.mor,ocaml-typed,5154224857
1086,bench_text_stats.mor,ocaml-typed,5215529904
1087,bench_text_stats.mor,ocaml-typed,5276271090
1088,bench_text_stats.mor,ocaml-typed,5204417454
1089,bench_text_stats.mor,ocaml-typed,5844998102
1090,bench_text_stats.mor,ocaml-first_order,5118434652
1091,bench_text_stats.mor,ocaml-first_order,5114356980
1092,bench_text_stats.mor,ocaml-first_order,5034346565
1093,bench_text_stats.mor,ocaml-first_order,5030956255
1094,bench_text_stats.mor,ocaml-first_order,5028862938
1095,bench_text_stats.mor,ocaml-first_order,5100988371
1096,bench_text_stats.mor,ocaml-first_order,5512990459
1097,bench_text_stats.mor,ocaml-first_order,5042862878
1098,bench_text_stats.mor,ocaml-first_order,5044192775
1099,bench_text_stats.mor,ocaml-first_order,5002732259
1100,bench_unify.mor,llvm-record_time-default-rc-cow,42752516
1101,bench_unify.mor,llvm-record_time-default-rc-cow,43648453
1102,bench_unify.mor,llvm-record_time-default-rc-cow,43585978
1103,bench_unify.mor,llvm-record_time-default-rc-cow,42262331
1104,bench_unify.mor,llvm-record_time-default-rc-cow,42740760
1105,bench_unify.mor,llvm-record_time-default-rc-cow,43880214
1106,bench_unify.mor,llvm-record_time-default-rc-cow,42442409
1107,bench_unify.mor,llvm-record_time-default-rc-cow,42726200
1108,bench_unify.mor,llvm-record_time-default-rc-cow,42451512
